Product ID,Category,Sub Category,Product Key,Product Name
"OFF-PA-10000453","Office Supplies","Paper",6038,"Xerox Cards & Envelopes, 8.5 x 11"
"OFF-PA-10000466","Office Supplies","Paper",6039,"Memo Book, 100 Message Capacity, 5 3/8” x 11”"
"OFF-PA-10000474","Office Supplies","Paper",6040,"Staples"
"OFF-PA-10000476","Office Supplies","Paper",6041,"Eaton Computer Printout Paper, Premium"
"OFF-PA-10000477","Office Supplies","Paper",6042,"Xerox 1952"
"OFF-PA-10000482","Office Supplies","Paper",6043,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
"OFF-PA-10000483","Office Supplies","Paper",6044,"Xerox 19"
"OFF-PA-10000501","Office Supplies","Paper",6045,"Petty Cash Envelope"
"OFF-PA-10000520","Office Supplies","Paper",6046,"Xerox 201"
"OFF-PA-10000522","Office Supplies","Paper",6047,"Green Bar Message Books, Multicolor"
"OFF-PA-10000527","Office Supplies","Paper",6048,"Enermax Note Cards, Premium"
"OFF-PA-10000528","Office Supplies","Paper",6049,"Xerox 1981"
"OFF-PA-10000533","Office Supplies","Paper",6050,"Southworth Parchment Paper & Envelopes"
"OFF-PA-10000540","Office Supplies","Paper",6051,"Enermax Note Cards, Multicolor"
"OFF-PA-10000551","Office Supplies","Paper",6052,"Array Memo Cubes"
"OFF-PA-10000552","Office Supplies","Paper",6053,"Xerox 200"
"OFF-PA-10000556","Office Supplies","Paper",6054,"Xerox 208"
"OFF-PA-10000562","Office Supplies","Paper",6055,"Enermax Message Books, Multicolor"
"OFF-PA-10000565","Office Supplies","Paper",6056,"Staples"
"OFF-PA-10000575","Office Supplies","Paper",6057,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
"OFF-PA-10000579","Office Supplies","Paper",6058,"Xerox Computer Printout Paper, Recycled"
"OFF-PA-10000587","Office Supplies","Paper",6059,"Array Parchment Paper, Assorted Colors"
"OFF-PA-10000588","Office Supplies","Paper",6060,"SanDisk Cards & Envelopes, 8.5 x 11"
"OFF-PA-10000591","Office Supplies","Paper",6061,"Green Bar Cards & Envelopes, Multicolor"
"OFF-PA-10000595","Office Supplies","Paper",6062,"Xerox 1929"
"OFF-PA-10000601","Office Supplies","Paper",6063,"Eaton Parchment Paper, Premium"
"OFF-PA-10000605","Office Supplies","Paper",6064,"Xerox 1950"
"OFF-PA-10000644","Office Supplies","Paper",6065,"Green Bar Cards & Envelopes, Recycled"
"OFF-PA-10000655","Office Supplies","Paper",6066,"Enermax Parchment Paper, Multicolor"
"OFF-PA-10000659","Office Supplies","Paper",6067,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page"
"OFF-PA-10000673","Office Supplies","Paper",6068,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad"
"OFF-PA-10000675","Office Supplies","Paper",6069,"Xerox 1919"
"OFF-PA-10000677","Office Supplies","Paper",6070,"Green Bar Memo Slips, Premium"
"OFF-PA-10000682","Office Supplies","Paper",6071,"Xerox 1924"
"OFF-PA-10000694","Office Supplies","Paper",6072,"Green Bar Message Books, Premium"
"OFF-PA-10000697","Office Supplies","Paper",6073,"TOPS Voice Message Log Book, Flash Format"
"OFF-PA-10000705","Office Supplies","Paper",6074,"Eaton Note Cards, Multicolor"
"OFF-PA-10000721","Office Supplies","Paper",6075,"Enermax Cards & Envelopes, Recycled"
"OFF-PA-10000726","Office Supplies","Paper",6076,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
"OFF-PA-10000731","Office Supplies","Paper",6077,"Enermax Parchment Paper, 8.5 x 11"
"OFF-PA-10000740","Office Supplies","Paper",6078,"Xerox 1982"
"OFF-PA-10000743","Office Supplies","Paper",6079,"Xerox 1977"
"OFF-PA-10000745","Office Supplies","Paper",6080,"Green Bar Memo Slips, Recycled"
"OFF-PA-10000752","Office Supplies","Paper",6081,"Xerox Note Cards, Premium"
"OFF-PA-10000756","Office Supplies","Paper",6082,"Enermax Computer Printout Paper, Premium"
"OFF-PA-10000758","Office Supplies","Paper",6083,"SanDisk Computer Printout Paper, 8.5 x 11"
"OFF-PA-10000776","Office Supplies","Paper",6084,"Xerox Cards & Envelopes, Premium"
"OFF-PA-10000781","Office Supplies","Paper",6085,"Eaton Message Books, 8.5 x 11"
"OFF-PA-10000788","Office Supplies","Paper",6086,"Xerox 210"
"OFF-PA-10000791","Office Supplies","Paper",6087,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
"OFF-PA-10000806","Office Supplies","Paper",6088,"Xerox 1934"
"OFF-PA-10000807","Office Supplies","Paper",6089,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad"
"OFF-PA-10000809","Office Supplies","Paper",6090,"Xerox 206"
"OFF-PA-10000816","Office Supplies","Paper",6091,"Enermax Memo Slips, Recycled"
"OFF-PA-10000824","Office Supplies","Paper",6092,"Enermax Computer Printout Paper, Multicolor"
"OFF-PA-10000827","Office Supplies","Paper",6093,"Enermax Message Books, 8.5 x 11"
"OFF-PA-10000850","Office Supplies","Paper",6094,"SanDisk Parchment Paper, Multicolor"
"OFF-PA-10000859","Office Supplies","Paper",6095,"Unpadded Memo Slips"
"OFF-PA-10000863","Office Supplies","Paper",6096,"Enermax Parchment Paper, Recycled"
"OFF-PA-10000867","Office Supplies","Paper",6097,"SanDisk Message Books, Multicolor"
"OFF-PA-10000871","Office Supplies","Paper",6098,"Enermax Cards & Envelopes, Recycled"
"OFF-PA-10000872","Office Supplies","Paper",6099,"Xerox Parchment Paper, Multicolor"
"OFF-PA-10000876","Office Supplies","Paper",6100,"Eaton Computer Printout Paper, Multicolor"
"OFF-PA-10000878","Office Supplies","Paper",6101,"SanDisk Note Cards, Multicolor"
"OFF-PA-10000908","Office Supplies","Paper",6102,"Xerox Note Cards, Premium"
"OFF-PA-10000915","Office Supplies","Paper",6103,"Eaton Note Cards, 8.5 x 11"
"OFF-PA-10000919","Office Supplies","Paper",6104,"Xerox 1918"
"OFF-PA-10000924","Office Supplies","Paper",6105,"Green Bar Message Books, Multicolor"
"OFF-PA-10000935","Office Supplies","Paper",6106,"SanDisk Computer Printout Paper, Multicolor"
"OFF-PA-10000944","Office Supplies","Paper",6107,"Enermax Computer Printout Paper, 8.5 x 11"
"OFF-PA-10000947","Office Supplies","Paper",6108,"Eaton Memo Slips, Premium"
"OFF-PA-10000951","Office Supplies","Paper",6109,"Enermax Note Cards, Multicolor"
"OFF-PA-10000955","Office Supplies","Paper",6110,"Southworth 25% Cotton Granite Paper & Envelopes"
"OFF-PA-10000960","Office Supplies","Paper",6111,"Xerox Parchment Paper, 8.5 x 11"
"OFF-PA-10000961","Office Supplies","Paper",6112,"Green Bar Parchment Paper, Premium"
"OFF-PA-10000976","Office Supplies","Paper",6113,"Green Bar Cards & Envelopes, Premium"
"OFF-PA-10000994","Office Supplies","Paper",6114,"Xerox 1915"
"OFF-PA-10001001","Office Supplies","Paper",6115,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate"
"OFF-PA-10001004","Office Supplies","Paper",6116,"Eaton Parchment Paper, 8.5 x 11"
"OFF-PA-10001006","Office Supplies","Paper",6117,"Eaton Message Books, Recycled"
"OFF-PA-10001019","Office Supplies","Paper",6118,"Xerox 1884"
"OFF-PA-10001033","Office Supplies","Paper",6119,"Xerox 1893"
"OFF-PA-10001085","Office Supplies","Paper",6120,"Eaton Computer Printout Paper, Premium"
"OFF-PA-10001086","Office Supplies","Paper",6121,"Enermax Cards & Envelopes, Multicolor"
"OFF-PA-10001091","Office Supplies","Paper",6122,"Eaton Computer Printout Paper, Recycled"
"OFF-PA-10001115","Office Supplies","Paper",6123,"SanDisk Parchment Paper, Multicolor"
"OFF-PA-10001125","Office Supplies","Paper",6124,"Xerox 1988"
"OFF-PA-10001142","Office Supplies","Paper",6125,"Green Bar Note Cards, Multicolor"
"OFF-PA-10001144","Office Supplies","Paper",6126,"Xerox 1913"
"OFF-PA-10001164","Office Supplies","Paper",6127,"Green Bar Message Books, Recycled"
"OFF-PA-10001166","Office Supplies","Paper",6128,"Xerox 2"
"OFF-PA-10001170","Office Supplies","Paper",6129,"Xerox Cards & Envelopes, Multicolor"
"OFF-PA-10001178","Office Supplies","Paper",6130,"Enermax Note Cards, 8.5 x 11"
"OFF-PA-10001184","Office Supplies","Paper",6131,"Xerox 1903"
"OFF-PA-10001204","Office Supplies","Paper",6132,"Xerox 1972"
"OFF-PA-10001212","Office Supplies","Paper",6133,"Xerox Message Books, Recycled"
"OFF-PA-10001215","Office Supplies","Paper",6134,"Xerox 1963"
"OFF-PA-10001223","Office Supplies","Paper",6135,"SanDisk Cards & Envelopes, Premium"
"OFF-PA-10001236","Office Supplies","Paper",6136,"Enermax Message Books, Recycled"
"OFF-PA-10001243","Office Supplies","Paper",6137,"Xerox 1983"
"OFF-PA-10001246","Office Supplies","Paper",6138,"Xerox 215"
"OFF-PA-10001258","Office Supplies","Paper",6139,"Green Bar Cards & Envelopes, Multicolor"
"OFF-PA-10001259","Office Supplies","Paper",6140,"Green Bar Note Cards, 8.5 x 11"
"OFF-PA-10001260","Office Supplies","Paper",6141,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
"OFF-PA-10001274","Office Supplies","Paper",6142,"Loose Memo Sheets"
"OFF-PA-10001275","Office Supplies","Paper",6143,"Xerox Note Cards, Multicolor"
"OFF-PA-10001281","Office Supplies","Paper",6144,"Computer Printout Paper with Letter-Trim Fine Perforations"
"OFF-PA-10001283","Office Supplies","Paper",6145,"Green Bar Parchment Paper, Premium"
"OFF-PA-10001289","Office Supplies","Paper",6146,"White Computer Printout Paper by Universal"
"OFF-PA-10001293","Office Supplies","Paper",6147,"Xerox 1946"
"OFF-PA-10001294","Office Supplies","Paper",6148,"Enermax Cards & Envelopes, Multicolor"
"OFF-PA-10001295","Office Supplies","Paper",6149,"Computer Printout Paper with Letter-Trim Perforations"
"OFF-PA-10001301","Office Supplies","Paper",6150,"SanDisk Computer Printout Paper, Multicolor"
"OFF-PA-10001302","Office Supplies","Paper",6151,"Eaton Memo Slips, Recycled"
"OFF-PA-10001307","Office Supplies","Paper",6152,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
"OFF-PA-10001323","Office Supplies","Paper",6153,"Eaton Note Cards, 8.5 x 11"
"OFF-PA-10001327","Office Supplies","Paper",6154,"SanDisk Cards & Envelopes, Recycled"
"OFF-PA-10001348","Office Supplies","Paper",6155,"Eaton Note Cards, Multicolor"
"OFF-PA-10001351","Office Supplies","Paper",6156,"Enermax Message Books, Multicolor"
"OFF-PA-10001357","Office Supplies","Paper",6157,"Xerox 1886"
"OFF-PA-10001363","Office Supplies","Paper",6158,"Xerox 1933"
"OFF-PA-10001370","Office Supplies","Paper",6159,"SanDisk Parchment Paper, 8.5 x 11"
"OFF-PA-10001371","Office Supplies","Paper",6160,"Xerox Computer Printout Paper, 8.5 x 11"
"OFF-PA-10001385","Office Supplies","Paper",6161,"Xerox Memo Slips, 8.5 x 11"
"OFF-PA-10001409","Office Supplies","Paper",6162,"Green Bar Memo Slips, Multicolor"
"OFF-PA-10001421","Office Supplies","Paper",6163,"Green Bar Memo Slips, 8.5 x 11"
"OFF-PA-10001445","Office Supplies","Paper",6164,"Eaton Cards & Envelopes, Multicolor"
"OFF-PA-10001448","Office Supplies","Paper",6165,"Xerox Note Cards, Recycled"
"OFF-PA-10001450","Office Supplies","Paper",6166,"Rediform S.O.S. Phone Message Books"
"OFF-PA-10001456","Office Supplies","Paper",6167,"Eaton Memo Slips, 8.5 x 11"
"OFF-PA-10001457","Office Supplies","Paper",6168,"White GlueTop Scratch Pads"
"OFF-PA-10001461","Office Supplies","Paper",6169,"HP Office Paper (20Lb. and 87 Bright)"
"OFF-PA-10001466","Office Supplies","Paper",6170,"Eaton Computer Printout Paper, 8.5 x 11"
"OFF-PA-10001470","Office Supplies","Paper",6171,"Green Bar Message Books, 8.5 x 11"
"OFF-PA-10001471","Office Supplies","Paper",6172,"Strathmore Photo Frame Cards"
"OFF-PA-10001492","Office Supplies","Paper",6173,"Enermax Note Cards, Premium"
"OFF-PA-10001495","Office Supplies","Paper",6174,"Xerox Parchment Paper, Recycled"
"OFF-PA-10001497","Office Supplies","Paper",6175,"Xerox 1914"
"OFF-PA-10001509","Office Supplies","Paper",6176,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
"OFF-PA-10001516","Office Supplies","Paper",6177,"Xerox Note Cards, Recycled"
"OFF-PA-10001523","Office Supplies","Paper",6178,"Enermax Cards & Envelopes, Premium"
"OFF-PA-10001526","Office Supplies","Paper",6179,"Xerox 1949"
"OFF-PA-10001531","Office Supplies","Paper",6180,"Eaton Parchment Paper, 8.5 x 11"
"OFF-PA-10001534","Office Supplies","Paper",6181,"Xerox 230"
"OFF-PA-10001536","Office Supplies","Paper",6182,"SanDisk Message Books, 8.5 x 11"
"OFF-PA-10001537","Office Supplies","Paper",6183,"Green Bar Note Cards, 8.5 x 11"
"OFF-PA-10001560","Office Supplies","Paper",6184,"Adams Telephone Message Books, 5 1/4” x 11”"
"OFF-PA-10001569","Office Supplies","Paper",6185,"Xerox 232"
"OFF-PA-10001576","Office Supplies","Paper",6186,"Eaton Memo Slips, Multicolor"
"OFF-PA-10001578","Office Supplies","Paper",6187,"Eaton Computer Printout Paper, Multicolor"
"OFF-PA-10001583","Office Supplies","Paper",6188,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack"
"OFF-PA-10001593","Office Supplies","Paper",6189,"Xerox 1947"
"OFF-PA-10001595","Office Supplies","Paper",6190,"Enermax Memo Slips, 8.5 x 11"
"OFF-PA-10001609","Office Supplies","Paper",6191,"Tops Wirebound Message Log Books"
"OFF-PA-10001620","Office Supplies","Paper",6192,"SanDisk Memo Slips, Recycled"
"OFF-PA-10001622","Office Supplies","Paper",6193,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"
"OFF-PA-10001639","Office Supplies","Paper",6194,"Xerox 203"
"OFF-PA-10001650","Office Supplies","Paper",6195,"Xerox Message Books, Premium"
"OFF-PA-10001653","Office Supplies","Paper",6196,"Green Bar Memo Slips, Multicolor"
"OFF-PA-10001656","Office Supplies","Paper",6197,"SanDisk Parchment Paper, 8.5 x 11"
"OFF-PA-10001661","Office Supplies","Paper",6198,"SanDisk Computer Printout Paper, 8.5 x 11"
"OFF-PA-10001662","Office Supplies","Paper",6199,"Green Bar Note Cards, Premium"
"OFF-PA-10001667","Office Supplies","Paper",6200,"Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)"
"OFF-PA-10001685","Office Supplies","Paper",6201,"Eaton Parchment Paper, Recycled"
"OFF-PA-10001686","Office Supplies","Paper",6202,"SanDisk Memo Slips, Premium"
"OFF-PA-10001691","Office Supplies","Paper",6203,"Green Bar Note Cards, Premium"
"OFF-PA-10001708","Office Supplies","Paper",6204,"Green Bar Note Cards, Premium"
"OFF-PA-10001712","Office Supplies","Paper",6205,"Xerox 1948"
